,Disease,Symptom_1,Symptom_2,Symptom_3
1322,Bronchial Asthma, fatigue, high_fever, breathlessness
1323,Bronchial Asthma, fatigue, cough, breathlessness
1324,Bronchial Asthma, fatigue, cough, high_fever
1325,Bronchial Asthma, fatigue, cough, high_fever
1326,Bronchial Asthma, fatigue, cough, high_fever
1327,Bronchial Asthma, fatigue, cough, high_fever
1328,Bronchial Asthma, cough, high_fever, breathlessness
1329,Bronchial Asthma, fatigue, high_fever, breathlessness
1330,Hypertension , headache, chest_pain, dizziness
1331,Hypertension , chest_pain, dizziness, loss_of_balance
1332,Hypertension , headache, dizziness, loss_of_balance
1333,Hypertension , headache, chest_pain, loss_of_balance
1334,Hypertension , headache, chest_pain, dizziness
1335,Hypertension , headache, chest_pain, dizziness
1336,Hypertension , headache, chest_pain, dizziness
1337,Hypertension , chest_pain, dizziness, loss_of_balance
1338,Hypertension , headache, dizziness, loss_of_balance
1339,Hypertension , headache, chest_pain, loss_of_balance
1340,Migraine, acidity, indigestion, headache
1341,Migraine, indigestion, headache, blurred_and_distorted_vision
1342,Migraine, acidity, headache, blurred_and_distorted_vision
1343,Migraine, acidity, indigestion, blurred_and_distorted_vision
1344,Migraine, acidity, indigestion, headache
1345,Migraine, acidity, indigestion, headache
1346,Migraine, acidity, indigestion, headache
1347,Migraine, acidity, indigestion, headache
1348,Migraine, acidity, indigestion, headache
1349,Migraine, acidity, indigestion, headache
1350,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
1351,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
1352,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness
1353,Cervical spondylosis, back_pain, neck_pain, dizziness
1354,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness
1355,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
1356,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
1357,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
1358,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness
1359,Cervical spondylosis, back_pain, neck_pain, dizziness
1360,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
1361,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
1362,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium
1363,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium
1364,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium
1365,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
1366,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
1367,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium
1368,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium
1369,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium
1370,Jaundice,itching, vomiting, fatigue
1371,Jaundice,itching, vomiting, fatigue
1372,Jaundice, vomiting, fatigue, weight_loss
1373,Jaundice,itching, fatigue, weight_loss
1374,Jaundice,itching, vomiting, weight_loss
1375,Jaundice,itching, vomiting, fatigue
1376,Jaundice,itching, vomiting, fatigue
1377,Jaundice,itching, vomiting, fatigue
1378,Jaundice,itching, vomiting, fatigue
1379,Jaundice,itching, vomiting, fatigue
1380,Malaria, chills, vomiting, high_fever
1381,Malaria, chills, vomiting, high_fever
1382,Malaria, chills, vomiting, high_fever
1383,Malaria, vomiting, high_fever, sweating
1384,Malaria, chills, high_fever, sweating
1385,Malaria, chills, vomiting, sweating
1386,Malaria, chills, vomiting, high_fever
1387,Malaria, chills, vomiting, high_fever
1388,Malaria, chills, vomiting, high_fever
1389,Malaria, chills, vomiting, high_fever
1390,Chicken pox,itching, skin_rash, fatigue
1391,Chicken pox, skin_rash, fatigue, lethargy
1392,Chicken pox,itching, fatigue, lethargy
1393,Chicken pox,itching, skin_rash, lethargy
1394,Chicken pox,itching, skin_rash, fatigue
1395,Chicken pox,itching, skin_rash, fatigue
1396,Chicken pox,itching, skin_rash, fatigue
1397,Chicken pox,itching, skin_rash, fatigue
1398,Chicken pox,itching, skin_rash, fatigue
1399,Chicken pox,itching, skin_rash, fatigue
1400,Dengue, skin_rash, chills, joint_pain
1401,Dengue, skin_rash, chills, joint_pain
1402,Dengue, skin_rash, chills, joint_pain
1403,Dengue, skin_rash, chills, joint_pain
1404,Dengue, chills, joint_pain, vomiting
1405,Dengue, skin_rash, joint_pain, vomiting
1406,Dengue, skin_rash, chills, vomiting
1407,Dengue, skin_rash, chills, joint_pain
1408,Dengue, skin_rash, chills, joint_pain
1409,Dengue, skin_rash, chills, joint_pain
1410,Typhoid, chills, vomiting, fatigue
1411,Typhoid, chills, vomiting, fatigue
1412,Typhoid, chills, vomiting, fatigue
1413,Typhoid, chills, vomiting, fatigue
1414,Typhoid, chills, vomiting, fatigue
1415,Typhoid, chills, vomiting, fatigue
1416,Typhoid, chills, vomiting, fatigue
1417,Typhoid, chills, vomiting, fatigue
1418,Typhoid, chills, vomiting, fatigue
1419,Typhoid, chills, fatigue, high_fever
1420,hepatitis A, joint_pain, vomiting, yellowish_skin
1421,hepatitis A, joint_pain, vomiting, yellowish_skin
1422,hepatitis A, vomiting, yellowish_skin, dark_urine
1423,hepatitis A, joint_pain, yellowish_skin, dark_urine
1424,hepatitis A, joint_pain, vomiting, dark_urine
1425,hepatitis A, joint_pain, vomiting, yellowish_skin
1426,hepatitis A, joint_pain, vomiting, yellowish_skin
1427,hepatitis A, joint_pain, vomiting, yellowish_skin
1428,hepatitis A, joint_pain, vomiting, yellowish_skin
1429,hepatitis A, joint_pain, vomiting, yellowish_skin
1430,Hepatitis B,itching, fatigue, lethargy
1431,Hepatitis B,itching, fatigue, lethargy
1432,Hepatitis B, fatigue, lethargy, yellowish_skin
1433,Hepatitis B,itching, lethargy, yellowish_skin
1434,Hepatitis B,itching, fatigue, yellowish_skin
1435,Hepatitis B,itching, fatigue, lethargy
1436,Hepatitis B,itching, fatigue, lethargy
1437,Hepatitis B,itching, fatigue, lethargy
1438,Hepatitis B,itching, fatigue, lethargy
1439,Hepatitis B,itching, fatigue, lethargy
1440,Hepatitis C, fatigue, yellowish_skin, nausea
1441,Hepatitis C, fatigue, yellowish_skin, nausea
1442,Hepatitis C, yellowish_skin, nausea, loss_of_appetite
1443,Hepatitis C, fatigue, nausea, loss_of_appetite
1444,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite
1445,Hepatitis C, fatigue, yellowish_skin, nausea
1446,Hepatitis C, fatigue, yellowish_skin, nausea
1447,Hepatitis C, fatigue, yellowish_skin, nausea
1448,Hepatitis C, fatigue, yellowish_skin, nausea
1449,Hepatitis C, fatigue, yellowish_skin, nausea
1450,Hepatitis D, joint_pain, vomiting, fatigue
1451,Hepatitis D, vomiting, fatigue, yellowish_skin
1452,Hepatitis D, joint_pain, fatigue, yellowish_skin
1453,Hepatitis D, joint_pain, vomiting, yellowish_skin
1454,Hepatitis D, joint_pain, vomiting, fatigue
1455,Hepatitis D, joint_pain, vomiting, fatigue
1456,Hepatitis D, joint_pain, vomiting, fatigue
1457,Hepatitis D, joint_pain, vomiting, fatigue
1458,Hepatitis D, joint_pain, vomiting, fatigue
1459,Hepatitis D, joint_pain, vomiting, fatigue
1460,Hepatitis E, joint_pain, vomiting, fatigue
1461,Hepatitis E, joint_pain, vomiting, fatigue
1462,Hepatitis E, joint_pain, vomiting, fatigue
1463,Hepatitis E, vomiting, fatigue, high_fever
1464,Hepatitis E, joint_pain, fatigue, high_fever
1465,Hepatitis E, joint_pain, vomiting, high_fever
1466,Hepatitis E, joint_pain, vomiting, fatigue
1467,Hepatitis E, joint_pain, vomiting, fatigue
1468,Hepatitis E, joint_pain, vomiting, fatigue
1469,Hepatitis E, joint_pain, vomiting, fatigue
1470,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
1471,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
1472,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach
1473,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach
1474,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach
1475,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
1476,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
1477,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
1478,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
1479,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
1480,Tuberculosis, chills, vomiting, fatigue
1481,Tuberculosis, chills, vomiting, fatigue
1482,Tuberculosis, vomiting, fatigue, weight_loss
1483,Tuberculosis, chills, fatigue, weight_loss
1484,Tuberculosis, chills, vomiting, weight_loss
1485,Tuberculosis, chills, vomiting, fatigue
1486,Tuberculosis, chills, vomiting, fatigue
1487,Tuberculosis, chills, vomiting, fatigue
1488,Tuberculosis, chills, vomiting, fatigue
1489,Tuberculosis, chills, vomiting, fatigue
1490,Common Cold, continuous_sneezing, chills, fatigue
1491,Common Cold, continuous_sneezing, chills, fatigue
1492,Common Cold, chills, fatigue, cough
1493,Common Cold, continuous_sneezing, fatigue, cough
1494,Common Cold, continuous_sneezing, chills, cough
1495,Common Cold, continuous_sneezing, chills, fatigue
1496,Common Cold, continuous_sneezing, chills, fatigue
1497,Common Cold, continuous_sneezing, chills, fatigue
1498,Common Cold, continuous_sneezing, chills, fatigue
1499,Common Cold, continuous_sneezing, chills, fatigue
1500,Pneumonia, chills, fatigue, cough
1501,Pneumonia, chills, fatigue, cough
1502,Pneumonia, chills, fatigue, cough
1503,Pneumonia, fatigue, cough, high_fever
1504,Pneumonia, chills, cough, high_fever
1505,Pneumonia, chills, fatigue, high_fever
1506,Pneumonia, chills, fatigue, cough
1507,Pneumonia, chills, fatigue, cough
1508,Pneumonia, chills, fatigue, cough
1509,Pneumonia, chills, fatigue, cough
1510,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
1511,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
1512,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
1513,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1514,Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool
1515,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool
1516,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
1517,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
1518,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
1519,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
1520,Heart attack, vomiting, breathlessness, sweating
1521,Heart attack, vomiting, breathlessness, sweating
1522,Heart attack, breathlessness, sweating, chest_pain
1523,Heart attack, vomiting, sweating, chest_pain
1524,Heart attack, vomiting, breathlessness, chest_pain
1525,Heart attack, vomiting, breathlessness, sweating
1526,Heart attack, vomiting, breathlessness, sweating
1527,Heart attack, breathlessness, sweating, chest_pain
1528,Heart attack, vomiting, sweating, chest_pain
1529,Heart attack, vomiting, breathlessness, chest_pain
1530,Varicose veins, fatigue, cramps, bruising
1531,Varicose veins, fatigue, cramps, bruising
1532,Varicose veins, cramps, bruising, obesity
1533,Varicose veins, fatigue, bruising, obesity
1534,Varicose veins, fatigue, cramps, obesity
1535,Varicose veins, fatigue, cramps, bruising
1536,Varicose veins, fatigue, cramps, bruising
1537,Varicose veins, fatigue, cramps, bruising
1538,Varicose veins, fatigue, cramps, bruising
1539,Varicose veins, fatigue, cramps, bruising
1540,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
1541,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
1542,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings
1543,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings
1544,Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings
1545,Hypothyroidism, fatigue, weight_gain, mood_swings
1546,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
1547,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
1548,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
1549,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
1550,Hyperthyroidism, fatigue, mood_swings, weight_loss
1551,Hyperthyroidism, fatigue, mood_swings, weight_loss
1552,Hyperthyroidism, mood_swings, weight_loss, restlessness
1553,Hyperthyroidism, fatigue, weight_loss, restlessness
1554,Hyperthyroidism, fatigue, mood_swings, restlessness
1555,Hyperthyroidism, fatigue, mood_swings, weight_loss
1556,Hyperthyroidism, fatigue, mood_swings, weight_loss
1557,Hyperthyroidism, fatigue, mood_swings, weight_loss
1558,Hyperthyroidism, fatigue, mood_swings, weight_loss
1559,Hyperthyroidism, fatigue, mood_swings, weight_loss
1560,Hypoglycemia, vomiting, fatigue, anxiety
1561,Hypoglycemia, vomiting, fatigue, anxiety
1562,Hypoglycemia, vomiting, fatigue, anxiety
1563,Hypoglycemia, fatigue, anxiety, sweating
1564,Hypoglycemia, vomiting, anxiety, sweating
1565,Hypoglycemia, vomiting, fatigue, sweating
1566,Hypoglycemia, vomiting, fatigue, anxiety
1567,Hypoglycemia, vomiting, fatigue, anxiety
1568,Hypoglycemia, vomiting, fatigue, anxiety
1569,Hypoglycemia, vomiting, fatigue, anxiety
1570,Osteoarthristis, joint_pain, neck_pain, knee_pain
1571,Osteoarthristis, joint_pain, neck_pain, knee_pain
1572,Osteoarthristis, neck_pain, knee_pain, hip_joint_pain
1573,Osteoarthristis, joint_pain, knee_pain, hip_joint_pain
1574,Osteoarthristis, joint_pain, neck_pain, hip_joint_pain
1575,Osteoarthristis, joint_pain, neck_pain, knee_pain
1576,Osteoarthristis, joint_pain, neck_pain, knee_pain
1577,Osteoarthristis, joint_pain, neck_pain, knee_pain
1578,Osteoarthristis, joint_pain, neck_pain, knee_pain
1579,Osteoarthristis, joint_pain, neck_pain, knee_pain
1580,Arthritis, muscle_weakness, stiff_neck, swelling_joints
1581,Arthritis, muscle_weakness, stiff_neck, swelling_joints
1582,Arthritis, stiff_neck, swelling_joints, movement_stiffness
1583,Arthritis, muscle_weakness, swelling_joints, movement_stiffness
1584,Arthritis, muscle_weakness, stiff_neck, movement_stiffness
1585,Arthritis, muscle_weakness, stiff_neck, swelling_joints
1586,Arthritis, muscle_weakness, stiff_neck, swelling_joints
1587,Arthritis, muscle_weakness, stiff_neck, swelling_joints
1588,Arthritis, muscle_weakness, stiff_neck, swelling_joints
1589,Arthritis, muscle_weakness, stiff_neck, swelling_joints
1590,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
1591,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
1592,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements
1593,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements
1594,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements
1595,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
1596,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
1597,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
1598,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
1599,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
1600,Acne, skin_rash, pus_filled_pimples, blackheads
1601,Acne, skin_rash, pus_filled_pimples, blackheads
1602,Acne, pus_filled_pimples, blackheads, scurring
1603,Acne, skin_rash, blackheads, scurring
1604,Acne, skin_rash, pus_filled_pimples, scurring
1605,Acne, skin_rash, pus_filled_pimples, blackheads
1606,Acne, skin_rash, pus_filled_pimples, blackheads
1607,Acne, skin_rash, pus_filled_pimples, blackheads
1608,Acne, skin_rash, pus_filled_pimples, scurring
1609,Acne, skin_rash, blackheads, scurring
1610,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
1611,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
1612,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1613,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine
1614,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine
1615,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
1616,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
1617,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine
1618,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1619,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine
1620,Psoriasis, skin_rash, joint_pain, skin_peeling
1621,Psoriasis, skin_rash, joint_pain, skin_peeling
1622,Psoriasis, joint_pain, skin_peeling, silver_like_dusting
1623,Psoriasis, skin_rash, skin_peeling, silver_like_dusting
1624,Psoriasis, skin_rash, joint_pain, silver_like_dusting
1625,Psoriasis, skin_rash, joint_pain, skin_peeling
1626,Psoriasis, skin_rash, joint_pain, skin_peeling
1627,Psoriasis, skin_rash, joint_pain, skin_peeling
1628,Psoriasis, skin_rash, joint_pain, skin_peeling
